event_date,actors,source,source_id,source_detail,suggested_title
1980-08-24,Syria; Lebanon; Israel,Dyadic MID 4.03,disno 3448,"hihost 4 (use of force); dyads ISR-LEB, ISR-SYR, LEB-ISR, SYR-ISR; 1980-08-24..1981-07-25",
1980-09-07,ccode 155; Argentina,Dyadic MID 4.03,disno 2083,"hihost 4 (use of force); dyads ARG-CHL, CHL-ARG; 1980-09-07..1981-02-09",
1980-09-17,Iran; Iraq,ICB v16,crisno 317,ONSET IRAN/IRAQ WAR; 1980-09-17..1980-11-28; viol 4; forout 4,
1980-09-22,Iraq (side 2); Iran (side 1),COW War v4.0 inter-state,WarNum 199,Iran-Iraq; 2 participants; battle deaths 1250000,
1980-10-05,USSR/Russia; China,Dyadic MID 4.03,disno 2717,"hihost 4 (use of force); dyads CHN-RUS, RUS-CHN; 1980-10-05..1980-10-28",
1980-10-25,United States; Ecuador,Dyadic MID 4.03,disno 3105,"hihost 4 (use of force); dyads ECU-USA, USA-ECU; 1980-10-25..1981-01-20",
1980-11-13,Iran; Kuwait,Dyadic MID 4.03,disno 3108,"hihost 4 (use of force); dyads IRN-KUW, KUW-IRN; 1980-11-13..1980-11-16",
1980-11-25,Jordan,ICB v16,crisno 319,JORDAN/SYRIA CONFRNT.; 1980-11-25..1980-12-14; viol 1; forout 3,
1980-12-05,ccode 501; Somalia; Ethiopia,ICB v16,crisno 320,E. AFRICA CONFRONT.; 1980-12-05..1981-06-28; viol 1; forout 1,
1980-12-18,Nigeria; Nigeria vs Muslim fundamentalists,COW War v4.1 intra-state,WarNum 823,Nigeria-Muslim; 1980-12-18..1981-01-01,
1981-01-01,Iraq; Israel,ICB v16,crisno 324,IRAQ NUCLEAR REACTOR; 1981-01-01..1981-06-19; viol 2; forout 4,
1981-01-06,France; Libya,ICB v16,crisno 321,CHAD/LIBYA V; 1981-01-06..1981-11-16; viol 2; forout 4,
1981-01-22,Ecuador; ccode 135,ICB v16,crisno 322,ECUADOR/PERU BDR. III; 1981-01-22..1981-04-02; viol 2; forout 1,
1981-01-23,Ecuador; ccode 135,Dyadic MID 4.03,disno 2119,"hihost 4 (use of force); dyads ECU-PER, PER-ECU; 1981-01-23..1981-03-06",
1981-04-04,Venezuela; ccode 110,ICB v16,crisno 325,ESSEQUIBO II; 1981-04-04..1983-03-01; viol 1; forout 2,
1981-04-25,ccode 155; Argentina,Dyadic MID 4.03,disno 2084,"hihost 4 (use of force); dyads ARG-CHL, CHL-ARG; 1981-04-25..1982-02-23",
1981-04-28,Syria; Israel,ICB v16,crisno 327,AL-BIQA MISSILES I; 1981-04-28..1981-07-24; viol 2; forout 1,
1981-05-05,China; ccode 816,Dyadic MID 4.03,disno 3102,"hihost 4 (use of force); dyads CHN-DRV, DRV-CHN; 1981-05-05..1981-08-17",
1981-05-12,United States; USSR/Russia,Dyadic MID 4.03,disno 2228,"hihost 4 (use of force); dyads RUS-USA, USA-RUS; 1981-05-12..1981-05-14",
1981-05-15,ccode 471; Nigeria,ICB v16,crisno 328,CAMEROON/NIGERIA I; 1981-05-15..1981-07-24; viol 2; forout 2,
1981-07-07,India; ccode 770,Dyadic MID 4.03,disno 2639,"hihost 4 (use of force); dyads IND-PAK, PAK-IND; 1981-07-07..1981-11-03",
1981-08-12,Libya,ICB v16,crisno 330,GULF OF SYRTE I; 1981-08-12..1981-09-01; viol 2; forout 4,
1981-08-18,United States; Libya; Egypt,Dyadic MID 4.03,disno 3099,"hihost 4 (use of force); dyads EGY-LIB, LIB-EGY, LIB-USA, USA-LIB; 1981-08-18..1981-08-21",
1981-08-23,Angola,ICB v16,crisno 331,OPERATION PROTEA; 1981-08-23..1981-09-28; viol 3; forout 4,
1981-09-10,United States; Libya; ccode 625; Egypt; Oman,Dyadic MID 4.03,disno 3098,"hihost 4 (use of force); dyads EGY-LIB, LIB-EGY, LIB-OMA, LIB-SUD, LIB-USA, OMA-LIB, SUD-LIB, USA-LIB; 1981-09-10..1981-12-06",
1981-09-21,Iran; Turkey,Dyadic MID 4.03,disno 3097,"hihost 4 (use of force); dyads IRN-TUR, TUR-IRN; 1981-09-21..1981-09-21",
1981-10-01,Iran; Kuwait,Dyadic MID 4.03,disno 3095,"hihost 4 (use of force); dyads IRN-KUW, KUW-IRN; 1981-10-01..1981-10-01",
1981-10-28,USSR/Russia; ccode 380,ICB v16,crisno 333,U-137 INCIDENT; 1981-10-28..1981-11-06; viol 1; forout 4,
1981-11-01,Syria; Syria vs Muslim Brotherhood,COW War v4.1 intra-state,WarNum 825,Hama; 1981-11-01..1982-02-23,
1981-12-13,Saudi Arabia; Bahrain,ICB v16,crisno 334,COUP ATTEMPT IN BAHRAIN; 1981-12-13..1982-01-08; viol 1; forout 4,
1982-01-15,Japan; ccode 840,Dyadic MID 4.03,disno 3612,"hihost 4 (use of force); dyads JPN-PHI, PHI-JPN; 1982-01-15..1982-01-15",
1982-01-23,Ethiopia; Ethiopia vs Tigray & Eritrea,COW War v4.1 intra-state,WarNum 826,Tigrean and Eritrean; 1982-01-23..1991-05-28,
1982-02-22,Syria; Jordan,Dyadic MID 4.03,disno 3106,"hihost 4 (use of force); dyads JOR-SYR, SYR-JOR; 1982-02-22..1982-02-24",
1982-03-01,Argentina; United Kingdom,Dyadic MID 4.03,disno 3630,"hihost 5 (war); dyads ARG-UKG, UKG-ARG; 1982-03-01..1982-06-14",
1982-03-08,China; ccode 816,Dyadic MID 4.03,disno 2975,"hihost 4 (use of force); dyads CHN-DRV, DRV-CHN; 1982-03-08..1982-03-08",
1982-03-22,Iraq,ICB v16,crisno 335,KHORRAMSHAHR; 1982-03-22..1982-07-28; viol 4; forout 4,
1982-03-25,United Kingdom (side 1); Argentina (side 2),COW War v4.0 inter-state,WarNum 202,Falkland Islands; 2 participants; battle deaths 1001,
1982-03-28,Argentina; United Kingdom,ICB v16,crisno 336,FALKLANDS/MALVINAS; 1982-03-28..1982-06-14; viol 4; forout 5,
1982-04-11,Syria; Lebanon; Israel,Dyadic MID 4.03,disno 3995,"hihost 5 (war); dyads ISR-LEB, ISR-SYR, LEB-ISR, SYR-ISR; 1982-04-11..1985-06-05",
1982-04-21,Israel (side 1); Syria (side 2),COW War v4.0 inter-state,WarNum 205,War over Lebanon; 2 participants; battle deaths 1655,
1982-04-24,South Korea; Japan,Dyadic MID 4.03,disno 2974,"hihost 4 (use of force); dyads JPN-ROK, ROK-JPN; 1982-04-24..1982-07-13",
1982-06-05,Syria; Lebanon; Israel,ICB v16,crisno 337,WAR IN LEBANON; 1982-06-05..1983-05-17; viol 4; forout 2,
1982-06-23,United States; USSR/Russia; Japan,Dyadic MID 4.03,disno 2229,"hihost 4 (use of force); dyads JPN-RUS, RUS-JPN, RUS-USA, USA-RUS; 1982-06-23..1983-01-24",
1982-06-28,Somalia; Ethiopia,ICB v16,crisno 338,OGADEN III; 1982-06-28..1982-08-01; viol 3; forout 6,
1982-07-13,Colombia; Venezuela,Dyadic MID 4.03,disno 2323,"hihost 4 (use of force); dyads COL-VEN, VEN-COL; 1982-07-13..1982-07-24",
1982-10-04,Syria; Israel,Dyadic MID 4.03,disno 3442,"hihost 4 (use of force); dyads ISR-SYR, SYR-ISR; 1982-10-04..1984-06-14",
1983-02-11,Libya; ccode 625; Egypt,ICB v16,crisno 340,LIBYA THREAT/SUDAN; 1983-02-11..1983-02-22; viol 1; forout 4,
1983-02-26,United States; Iran,Dyadic MID 4.03,disno 3071,"hihost 4 (use of force); dyads IRN-USA, USA-IRN; 1983-02-26..1983-07-26",
1983-04-10,China; ccode 816,Dyadic MID 4.03,disno 3614,"hihost 4 (use of force); dyads CHN-DRV, DRV-CHN; 1983-04-10..1983-04-24",
1983-04-16,Brazil; Libya,Dyadic MID 4.03,disno 3068,"hihost 4 (use of force); dyads BRA-LIB, LIB-BRA; 1983-04-16..1983-04-28",
1983-04-18,United States; France; Lebanon; France vs -8 | Lebanon vs Shi'ites & Druze | United States vs -8,COW War v4.1 intra-state,WarNum 833,Fourth Lebanese Civil; 1983-04-18..1984-02-28,
1983-04-18,Nigeria; ccode 483,ICB v16,crisno 341,CHAD/NIGERIA CLASHES; 1983-04-18..1983-07-11; viol 3; forout 1,
1983-04-27,USSR/Russia; Norway,Dyadic MID 4.03,disno 3067,"hihost 4 (use of force); dyads NOR-RUS, RUS-NOR; 1983-04-27..1983-05-08",
1983-04-28,USSR/Russia; Iran,Dyadic MID 4.03,disno 2590,"hihost 4 (use of force); dyads IRN-RUS, RUS-IRN; 1983-04-28..1983-04-28",
1983-06-24,France; ccode 483; Libya,ICB v16,crisno 342,CHAD/LIBYA VI; 1983-06-24..1984-12-11; viol 2; forout 2,
1983-07-03,United States; France; ccode 490; Libya,Dyadic MID 4.03,disno 3634,"hihost 4 (use of force); dyads DRC-LIB, FRN-LIB, LIB-DRC, LIB-FRN, LIB-USA, USA-LIB; 1983-07-03..1984-10-20",
1983-07-25,India; ccode 780; India vs -8 | Sri Lanka vs Tamils,COW War v4.1 intra-state,WarNum 835,First Sri Lanka Tamil; 1983-07-25..2002-02-22,
1983-08-16,Egypt; Israel,Dyadic MID 4.03,disno 3385,"hihost 4 (use of force); dyads EGY-ISR, ISR-EGY; 1983-08-16..1985-07-05",
1983-09-01,USSR/Russia; South Korea,Dyadic MID 4.03,disno 3063,"hihost 4 (use of force); dyads ROK-RUS, RUS-ROK; 1983-09-01..1983-09-01",
1983-09-03,United States; Syria,Dyadic MID 4.03,disno 3062,"hihost 4 (use of force); dyads SYR-USA, USA-SYR; 1983-09-03..1984-04-01",
1983-09-18,USSR/Russia; ccode 700; ccode 770,Dyadic MID 4.03,disno 2054,"hihost 4 (use of force); dyads AFG-PAK, AFG-RUS, PAK-AFG, RUS-AFG; 1983-09-18..1987-04-28",
1983-10-19,United States; ccode 55,ICB v16,crisno 343,INVASION OF GRENADA; 1983-10-19..1983-10-28; viol 3; forout 4,
1983-10-20,India; ccode 770,Dyadic MID 4.03,disno 2641,"hihost 4 (use of force); dyads IND-PAK, PAK-IND; 1983-10-20..1984-01-28",
1983-11-02,USSR/Russia,ICB v16,crisno 344,ABLE ARCHER 83; 1983-11-02..1983-11-11; viol 1; forout 7,
1983-12-06,Angola,ICB v16,crisno 347,OPERATION ASKARI; 1983-12-06..1984-02-16; viol 3; forout 1,
1983-12-28,Saudi Arabia; Yemen Arab Republic,Dyadic MID 4.03,disno 3054,"hihost 4 (use of force); dyads SAU-YAR, YAR-SAU; 1983-12-28..1984-01-16",
1984-01-14,China; ccode 816,Dyadic MID 4.03,disno 3639,"hihost 4 (use of force); dyads CHN-DRV, DRV-CHN; 1984-01-14..1984-07-12",
1984-01-15,Ecuador; ccode 135,Dyadic MID 4.03,disno 2118,"hihost 4 (use of force); dyads ECU-PER, PER-ECU; 1984-01-15..1984-01-15",
1984-02-21,Iran; Iraq; Saudi Arabia; Kuwait,ICB v16,crisno 348,BASRA-KHARG ISLAND; 1984-02-21..1984-07-11; viol 4; forout 2,
1984-03-08,United States; Libya; ccode 625; Egypt,Dyadic MID 4.03,disno 3051,"hihost 4 (use of force); dyads EGY-LIB, LIB-EGY, LIB-SUD, LIB-USA, SUD-LIB, USA-LIB; 1984-03-08..1984-03-28",
1984-03-08,United Kingdom; Iraq,Dyadic MID 4.03,disno 3052,"hihost 4 (use of force); dyads IRQ-UKG, UKG-IRQ; 1984-03-08..1984-03-08",
1984-03-16,Libya; ccode 625; Egypt,ICB v16,crisno 350,OMDURMAN BOMBING; 1984-03-16..1984-01-01; viol 2; forout 7,
1984-04-02,China; ccode 816,ICB v16,crisno 352,SINO/VIETNAM CLASHES; 1984-04-02..1984-06-28; viol 3; forout 7,
1984-04-26,Iran; Saudi Arabia,Dyadic MID 4.03,disno 3048,"hihost 4 (use of force); dyads IRN-SAU, SAU-IRN; 1984-04-26..1984-07-05",
1984-05-09,Iran; Saudi Arabia; Kuwait; Bahrain; Qatar; UAE; Oman,Dyadic MID 4.03,disno 3617,"hihost 4 (use of force); dyads BAH-IRN, IRN-BAH, IRN-KUW, IRN-OMA, IRN-QAT, IRN-SAU, IRN-UAE, KUW-IRN, OMA-IRN, QAT-IRN, SAU-IRN, UAE-IRN; 1984-05-09..1984-07-23",
1984-06-01,India; India vs Sikhs,COW War v4.1 intra-state,WarNum 837,Indian Golden Temple; 1984-06-01..1984-07-28,
1984-06-03,Turkey; Iraq,Dyadic MID 4.03,disno 3045,"hihost 4 (use of force); dyads IRQ-TUR, TUR-IRQ; 1984-06-03..1984-06-03",
1984-06-25,India; ccode 770,Dyadic MID 4.03,disno 2642,"hihost 4 (use of force); dyads IND-PAK, PAK-IND; 1984-06-25..1984-08-28",
1984-07-10,United Kingdom; Iran,Dyadic MID 4.03,disno 3042,"hihost 4 (use of force); dyads IRN-UKG, UKG-IRN; 1984-07-10..1984-10-24",
1984-08-14,"Turkey; Turkey vs Kurds, PKK",COW War v4.1 intra-state,WarNum 838,First Turkish Kurds; 1984-08-14..1986-03-01,
1984-08-22,France; Libya,Dyadic MID 4.03,disno 3041,"hihost 4 (use of force); dyads FRN-LIB, LIB-FRN; 1984-08-22..1984-08-22",
1984-09-12,United States; USSR/Russia,Dyadic MID 4.03,disno 2230,"hihost 4 (use of force); dyads RUS-USA, USA-RUS; 1984-09-12..1984-09-19",
1984-10-19,ccode 155; Argentina,Dyadic MID 4.03,disno 2087,"hihost 4 (use of force); dyads ARG-CHL, CHL-ARG; 1984-10-19..1984-10-19",
1984-11-06,United States; ccode 93,ICB v16,crisno 354,NICARAGUA MIG-21S; 1984-11-06..1984-11-12; viol 1; forout 4,
1985-01-01,Iran; Iraq; -8 vs Iran | Iraq vs Kurds,COW War v4.1 intra-state,WarNum 840,Fifth Iraqi  Kurds; 1985-01-01..1988-09-06,
1985-01-09,China; ccode 816,Dyadic MID 4.03,disno 3622,"hihost 4 (use of force); dyads CHN-DRV, DRV-CHN; 1985-01-09..1986-02-06",
1985-01-17,India; ccode 770,Dyadic MID 4.03,disno 2643,"hihost 4 (use of force); dyads IND-PAK, PAK-IND; 1985-01-17..1985-10-07",
1985-02-19,Iraq; Kuwait,Dyadic MID 4.03,disno 3029,"hihost 4 (use of force); dyads IRQ-KUW, KUW-IRQ; 1985-02-19..1985-02-19",
1985-02-20,Iran; Kuwait,Dyadic MID 4.03,disno 2554,"hihost 4 (use of force); dyads IRN-KUW, KUW-IRN; 1985-02-20..1985-02-20",
1985-02-21,Iran; Saudi Arabia,Dyadic MID 4.03,disno 2553,"hihost 4 (use of force); dyads IRN-SAU, SAU-IRN; 1985-02-21..1985-02-21",
1985-03-19,United Kingdom; Iran,Dyadic MID 4.03,disno 2551,"hihost 4 (use of force); dyads IRN-UKG, UKG-IRN; 1985-03-19..1985-03-19",
1985-03-22,China; South Korea,Dyadic MID 4.03,disno 2550,"hihost 4 (use of force); dyads CHN-ROK, ROK-CHN; 1985-03-22..1985-03-27",
1985-03-24,United States; USSR/Russia,Dyadic MID 4.03,disno 2232,"hihost 4 (use of force); dyads RUS-USA, USA-RUS; 1985-03-24..1985-09-07",
1985-06-13,Syria; Israel,Dyadic MID 4.03,disno 3443,"hihost 4 (use of force); dyads ISR-SYR, SYR-ISR; 1985-06-13..1986-08-07",
1985-07-10,Turkey; Iraq,Dyadic MID 4.03,disno 2545,"hihost 4 (use of force); dyads IRQ-TUR, TUR-IRQ; 1985-07-10..1985-07-13",
1985-11-19,Syria; Israel,ICB v16,crisno 357,AL-BIQA MISSILES II; 1985-11-19..1986-01-15; viol 2; forout 3,
1985-11-23,Libya; Egypt,ICB v16,crisno 358,EGYPT AIR HIJACKING; 1985-11-23..1985-12-03; viol 2; forout 4,
1985-12-01,China; India,Dyadic MID 4.03,disno 2102,"hihost 4 (use of force); dyads CHN-IND, IND-CHN; 1985-12-01..1987-06-04",
1986-01-13,Yemen People's Republic; Yemen People's Republic vs Leftist Factions,COW War v4.1 intra-state,WarNum 842,South Yemen; 1986-01-13..1986-01-28,
1986-01-13,United States; Iran,Dyadic MID 4.03,disno 2578,"hihost 4 (use of force); dyads IRN-USA, USA-IRN; 1986-01-13..1986-01-14",
1986-01-13,United States; Libya,Dyadic MID 4.03,disno 3636,"hihost 4 (use of force); dyads LIB-USA, USA-LIB; 1986-01-13..1986-04-15",
1986-02-04,Libya; Israel,Dyadic MID 4.03,disno 2591,"hihost 4 (use of force); dyads ISR-LIB, LIB-ISR; 1986-02-04..1986-02-04",
1986-02-09,Iran; Iraq; Saudi Arabia; Kuwait,ICB v16,crisno 361,CAPTURE OF AL-FAW; 1986-02-09..1986-04-28; viol 4; forout 4,
1986-02-10,France; ccode 483; Libya,ICB v16,crisno 362,CHAD/LIBYA VII; 1986-02-10..1986-03-28; viol 3; forout 7,
1986-02-15,France; Libya,Dyadic MID 4.03,disno 3635,"hihost 4 (use of force); dyads FRN-LIB, LIB-FRN; 1986-02-15..1987-09-11",
1986-03-02,Iran; Turkey,Dyadic MID 4.03,disno 2575,"hihost 4 (use of force); dyads IRN-TUR, TUR-IRN; 1986-03-02..1986-03-02",
1986-03-24,United States; Libya,ICB v16,crisno 363,GULF OF SYRTE II; 1986-03-24..1986-04-21; viol 2; forout 6,
1986-04-06,Iran; Saudi Arabia,Dyadic MID 4.03,disno 2574,"hihost 4 (use of force); dyads IRN-SAU, SAU-IRN; 1986-04-06..1986-05-01",
1986-04-26,Bahrain; Qatar,Dyadic MID 4.03,disno 2572,"hihost 4 (use of force); dyads BAH-QAT, QAT-BAH; 1986-04-26..1986-06-15",
1986-04-26,Bahrain,ICB v16,crisno 364,AL-DIBAL INCIDENT; 1986-04-26..1986-06-15; viol 2; forout 1,
1986-05-28,Argentina; ccode 713,Dyadic MID 4.03,disno 2579,"hihost 4 (use of force); dyads ARG-TAW, TAW-ARG; 1986-05-28..1986-05-28",
1986-07-12,USSR/Russia; China,Dyadic MID 4.03,disno 2718,"hihost 4 (use of force); dyads CHN-RUS, RUS-CHN; 1986-07-12..1986-07-12",
1986-08-26,Iraq; Bahrain,Dyadic MID 4.03,disno 2565,"hihost 4 (use of force); dyads BAH-IRQ, IRQ-BAH; 1986-08-26..1986-08-26",
1986-09-03,USSR/Russia; Iran,Dyadic MID 4.03,disno 2588,"hihost 4 (use of force); dyads IRN-RUS, RUS-IRN; 1986-09-03..1986-09-03",
1986-09-23,United Kingdom; Iran,Dyadic MID 4.03,disno 2596,"hihost 4 (use of force); dyads IRN-UKG, UKG-IRN; 1986-09-23..1986-11-26",
1986-10-01,China; ccode 816,Dyadic MID 4.03,disno 3628,"hihost 5 (war); dyads CHN-DRV, DRV-CHN; 1986-10-01..1987-03-15",
1986-10-14,India; ccode 770,Dyadic MID 4.03,disno 2644,"hihost 4 (use of force); dyads IND-PAK, PAK-IND; 1986-10-14..1986-11-15",
1986-10-22,Iran; Kuwait,Dyadic MID 4.03,disno 2594,"hihost 4 (use of force); dyads IRN-KUW, KUW-IRN; 1986-10-22..1986-10-22",
1986-10-26,China; South Korea,Dyadic MID 4.03,disno 2315,"hihost 4 (use of force); dyads CHN-ROK, ROK-CHN; 1986-10-26..1987-04-26",
1986-11-15,ccode 483 (side 1); Libya (side 2),COW War v4.0 inter-state,WarNum 207,War over the Aouzou Strip; 2 participants; battle deaths 8000,
1986-12-12,ccode 483; Libya,ICB v16,crisno 370,CHAD/LIBYA VIII; 1986-12-12..1987-09-11; viol 4; forout 2,
